SEQN,RIDSTATR,RIAGENDR,RIDAGEYR,RIDRETH3,DMDEDUC2,DMDMARTL,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA
89905,2,2,60,3,4,6,34134.470101,33535.375848,2,132
89906,2,1,11,7,,,19034.231432,22571.861383,1,130
89907,2,2,77,3,2,1,36747.386367,38682.008717,1,131
89908,2,2,30,1,3,6,26822.170575,31348.958117,2,121
89909,2,1,72,3,3,3,19744.079763,20024.047908,1,125
89910,2,2,6,3,,,38539.014372,38306.442714,1,130
89911,2,2,32,2,5,5,33084.431631,34607.303303,1,121
89912,2,2,6,1,,,12002.693775,11960.435167,1,121
89913,2,1,65,6,3,1,26215.377243,26375.259046,2,127
89914,2,2,7,3,,,20600.13429,20627.742748,1,125
89915,1,1,34,2,1,5,24005.019066,0,1,129
89916,2,1,13,7,,,11562.259398,11631.152425,1,130
89917,2,1,12,3,,,30756.04639,31454.617291,2,129
89918,2,1,42,4,4,1,24817.197718,25206.298017,1,123
89919,2,2,40,1,2,3,15893.280165,16334.50313,1,120
89920,2,2,9,3,,,20560.199197,20436.12442,2,132
89921,2,1,37,3,5,1,149039.588682,171680.122491,1,132
89922,2,2,5,2,,,11788.113115,12350.124225,1,121
89923,2,2,8,2,,,12666.390535,16925.859109,1,133
89924,2,1,16,1,,,18791.011654,21120.746802,1,124
89925,2,2,68,1,1,2,9137.094893,11090.36014,1,128
89926,2,2,2,3,,,21539.347799,21794.23555,2,132
89927,2,2,41,3,4,1,25210.872532,24939.499304,2,132
89928,2,1,5,3,,,47189.366559,54287.42155,1,122
89929,2,2,31,4,4,5,22991.107928,22984.106632,2,126
89930,2,2,12,4,,,17892.742211,17483.702997,2,128
89931,2,1,1,3,,,25032.393159,28797.675811,2,124
89932,2,1,7,1,,,10767.174539,11010.923261,1,120
89933,2,1,31,3,2,6,39174.694398,39989.333448,1,123
89934,2,2,19,4,,,11823.607761,11825.836944,1,123
89935,2,2,46,3,3,4,44264.08759,43787.622988,2,131
89936,2,1,15,2,,,19301.011977,18831.280443,2,128
89937,2,2,3,4,,,6330.048103,7005.984297,1,123
89938,2,1,15,3,,,58290.470041,69778.017168,1,133
89939,2,1,27,6,5,5,13525.392079,13782.06768,2,133
89940,2,2,4,3,,,35205.407322,37744.290865,2,126
89941,2,2,6,1,,,11419.381849,11430.159569,2,122
89942,2,1,62,4,3,3,11535.942609,11906.711113,2,131
89943,2,1,9,3,,,28748.764936,28622.366508,2,132
89944,2,1,6,2,,,11149.215412,13654.27644,1,127
89945,2,1,42,6,5,1,20049.477755,20744.842999,2,129
89946,2,1,28,3,4,5,101410.851805,121806.1779,1,122
89947,2,1,7,2,,,15811.299398,17747.389298,1,122
89948,2,1,61,6,2,6,18458.158199,20472.573569,2,128
89949,2,1,3,3,,,22935.923556,26385.862781,1,123
89950,2,2,26,4,5,5,34282.027357,34631.312433,2,130
89951,2,2,0,3,,,18841.958889,19164.236479,2,120
89952,2,1,0,3,,,8468.208743,8479.286961,2,126
89953,2,2,65,3,4,5,40692.546609,40649.394025,1,130
89954,2,2,9,1,,,12281.826189,12238.584822,1,120
89955,2,1,21,4,4,5,29060.370726,29058.720876,1,124
89956,2,1,18,1,,,16650.084222,16492.319988,1,128
89957,2,2,33,6,3,5,18062.964334,19175.174972,1,123
89958,2,2,9,2,,,13462.824482,13475.530823,1,132
89959,2,2,32,3,5,1,100055.268163,102817.669175,2,128
89960,2,2,69,3,4,1,126190.239625,126056.420648,1,130
89961,2,1,1,6,,,8640.57945,8732.19748,1,129
89962,2,1,20,4,4,5,30880.464757,30878.711573,2,125
89963,2,1,25,1,4,5,36216.793772,38652.573841,1,128
89964,2,2,63,2,4,1,7793.123352,7996.442868,2,120
89965,2,1,54,3,2,1,43955.573636,45077.793074,2,127
89966,2,2,69,4,2,2,15804.649176,16909.77794,2,126
89967,2,1,51,2,4,1,22229.711498,22325.144087,1,124
89968,2,2,13,1,,,21625.722414,21756.146248,1,130
89969,2,2,4,4,,,11398.359388,13105.026663,1,122
89970,2,2,47,4,2,5,21042.049731,21087.228153,1,126
89971,2,1,13,3,,,45738.157443,46918.697172,1,122
89972,2,2,7,3,,,17213.003736,19504.929239,2,132
89973,2,2,11,2,,,11711.661186,11754.484064,1,128
89974,2,1,76,4,3,1,11808.186737,12085.662274,1,123
89975,2,1,26,3,1,1,57130.093245,61416.822521,1,121
89976,2,1,19,6,,,9161.212649,9024.318005,2,125
89977,2,2,67,1,1,1,8032.402146,10660.056267,2,133
89978,2,2,64,2,3,1,7898.180581,7689.63082,1,127
89979,2,2,10,1,,,7194.25325,7220.558539,2,133
89980,2,2,33,2,4,1,31605.295119,33060.082349,1,120
89981,2,2,46,4,5,5,20051.865518,20742.41094,2,126
89982,2,1,17,3,,,65681.843169,67173.693705,1,122
89983,2,1,1,3,,,16387.707243,16974.091929,2,131
89984,2,1,18,7,,,18783.486093,18706.562046,2,121
89985,2,1,11,3,,,24066.436663,23902.568028,1,127
89986,2,2,28,3,2,3,54145.012904,54793.932519,1,130
89987,2,2,69,2,4,3,5770.490415,5921.040235,2,119
89988,2,2,16,4,,,21080.502699,20598.589298,1,126
89989,2,1,4,4,,,11279.971094,11857.910812,2,131
89990,2,1,8,3,,,58431.30807,65449.620518,1,129
89991,2,1,26,6,4,6,17866.924202,17463.785786,2,124
89992,2,2,70,4,1,4,17969.969599,17547.009809,2,129
89993,2,2,51,3,2,1,71857.943065,71775.784894,1,119
89994,2,2,45,2,2,1,32907.979337,33821.557659,2,124
89995,2,1,16,1,,,15948.81437,15471.126599,2,129
89996,2,1,4,3,,,33572.022672,34342.449785,2,131
89997,2,1,71,3,3,1,14297.243624,14260.610001,2,132
89998,2,1,29,6,3,1,15900.643046,15541.870602,1,123
89999,2,1,5,1,,,24853.872765,25870.153885,2,127
90000,2,2,53,3,3,4,47137.385838,48502.795765,2,126
90001,2,1,76,6,1,1,14178.506083,16382.2488,1,119
90002,2,1,11,2,,,13080.743742,13283.889401,1,122
90003,2,2,6,3,,,17213.003736,17109.128303,2,132
90004,2,1,42,1,1,6,29906.369241,30376.616497,1,129
90005,2,2,19,6,,,14657.452267,14156.962116,2,124
90006,2,1,25,6,5,5,26983.342216,29467.739111,2,122
90007,2,2,59,1,2,2,11709.112101,11742.14525,1,120
90008,2,1,41,3,5,1,117215.150328,136538.719894,1,133
90009,2,1,42,7,5,1,34770.191438,35315.341299,1,122
90010,2,1,17,1,,,15083.548114,14940.627251,1,120
90011,2,2,48,6,2,1,21904.472379,23096.697874,2,128
90012,2,2,4,2,,,14139.556266,14872.332801,1,125
90013,2,1,20,4,4,5,38412.89322,40089.298926,1,126
90014,2,2,50,1,1,1,15428.73673,16144.023451,2,129
90015,2,1,4,1,,,14937.39258,17595.757113,1,130
90016,2,1,35,6,5,1,23958.81179,24663.80715,2,128
90017,2,1,43,6,4,1,17221.941131,17209.815902,1,129
90018,2,1,14,2,,,12163.197832,11770.30539,1,133
90019,1,1,29,2,2,5,27978.522865,0,2,129
90020,2,2,33,2,4,5,21990.382424,25701.707313,2,120
90021,2,1,64,6,5,1,22910.639283,25410.972383,2,122
90022,2,1,7,1,,,14814.27763,15044.345298,2,130
90023,2,1,1,3,,,18149.269506,18798.686387,1,122
90024,2,2,2,7,,,8150.888599,8472.505468,1,129
90025,2,2,15,2,,,18555.058189,21668.791896,2,120
90026,2,1,8,3,,,61273.985514,61620.431303,1,130
90027,2,1,51,3,4,1,122923.197788,133264.366135,1,122
90028,2,2,43,1,1,6,17281.418086,17418.779236,2,121
90029,2,1,52,3,4,1,25061.072071,26043.657827,1,125
90030,2,1,77,4,3,2,13437.697175,13753.463882,1,119
90031,2,2,57,1,5,1,22992.740364,24058.699435,1,129
90032,2,2,2,7,,,7230.251286,7476.45333,2,132
90033,2,2,44,4,4,5,16410.525997,16975.671099,2,126
90034,2,1,68,3,2,3,42730.645108,53650.952623,1,121
90035,2,2,80,3,5,2,45936.700061,48012.225489,2,125
90036,2,2,36,6,5,1,16675.664458,17702.453365,2,119
90037,2,1,11,1,,,13080.743742,13316.154555,1,122
90038,2,2,0,7,,,4741.666844,5500.079803,2,126
90039,2,2,12,4,,,19267.505871,19043.756839,2,131
90040,2,1,11,3,,,29702.560978,34053.283684,1,125
90041,2,2,11,3,,,33201.776574,32592.427581,2,120
90042,2,2,2,3,,,24706.58975,24204.668153,2,123
90043,2,1,3,1,,,15761.859053,17383.818797,1,130
90044,2,2,0,4,,,5195.965202,5448.983912,2,133
90045,2,1,33,3,5,1,123112.991875,125673.130564,1,121
90046,2,1,61,2,2,1,7542.866326,7285.392114,1,129
90047,2,2,80,3,4,2,37678.20188,40041.598403,1,131
90048,2,2,41,6,4,1,19487.372716,19955.660338,1,123
90049,2,1,46,1,1,1,43704.744197,44391.956873,2,128
90050,2,1,74,4,5,1,16824.236294,17615.681851,1,132
90051,2,1,12,4,,,18013.645124,17896.405344,2,132
90052,2,2,73,7,4,1,17695.914647,17676.881423,2,121
90053,2,2,6,2,,,10697.819877,12219.873122,1,129
90054,2,2,4,2,,,14139.556266,14950.088382,1,125
90055,2,2,77,1,1,2,11817.130541,14280.6066,1,128
90056,2,1,9,1,,,13080.743742,13436.800317,1,122
90057,2,1,68,3,4,1,148786.032023,147370.946625,2,129
90058,2,2,3,2,,,10796.258324,12918.422053,2,129
90059,2,1,23,4,4,5,26111.837883,26110.355429,1,125
90060,2,1,73,4,5,1,11465.482041,16264.637042,1,133
90061,2,2,45,2,3,4,23644.514573,24300.924245,1,123
90062,2,2,34,4,2,5,28063.519391,27840.220055,1,126
90063,2,2,3,3,,,37182.874539,36427.493569,2,121
90064,2,2,17,2,,,14547.456857,14794.760766,2,119
90065,2,2,77,1,1,2,12211.034893,14756.62682,1,128
90066,2,2,63,7,5,1,26848.004907,26743.08272,2,130
90067,2,2,62,2,4,1,8459.537245,8214.55604,1,124
90068,2,2,68,2,4,1,9474.681714,9200.302765,1,127
90069,2,2,40,4,5,5,22444.853046,23469.624833,1,126
90070,2,2,9,1,,,9793.625027,10032.544761,1,120
90071,2,1,36,1,2,4,18444.13119,19173.707664,2,133
90072,2,1,14,3,,,70193.013469,80764.956444,1,122
90073,2,2,52,2,1,3,11360.54879,11675.935858,1,123
90074,2,2,42,4,4,1,19020.83495,19675.873778,1,132
90075,2,2,58,4,4,1,20578.363159,21287.040088,1,125
90076,2,2,79,3,1,3,48422.900343,50972.197981,1,125
90077,2,1,54,4,2,3,18772.814943,18471.94932,2,126
90078,2,1,76,3,5,1,78208.988362,82809.706281,2,129
90079,2,1,80,1,1,1,12116.761757,12045.039742,1,128
90080,2,2,11,7,,,8505.022497,8558.176411,2,120
90081,2,2,45,3,4,3,124256.650837,127676.90959,2,131
90082,2,1,17,3,,,58289.178366,59613.117187,2,132
90083,2,2,17,2,,,18755.772775,21644.602885,2,125
90084,2,2,80,3,4,2,62277.657458,65091.504807,2,123
90085,2,1,1,3,,,23552.91133,26111.562714,2,120
90086,2,2,76,1,1,2,11817.130541,14280.6066,1,128
90087,2,1,9,1,,,23080.614831,27224.463791,2,127
90088,2,1,60,1,3,1,9806.709122,9630.94732,1,127
90089,2,1,31,3,2,5,38131.533296,41029.25479,2,125
90090,2,1,34,6,5,1,28863.875139,33527.924052,2,120
90091,2,1,14,2,,,13588.486481,13300.919325,1,119
90092,2,2,54,2,4,4,19129.33389,21755.387871,1,133
90093,2,2,24,1,4,5,22817.664101,22407.832029,1,133
90094,2,1,15,1,,,16650.084222,16244.868702,1,128
90095,2,1,22,1,1,6,32574.187878,33623.250397,1,129
90096,2,1,51,6,5,1,12417.528486,13117.793316,2,121
90097,2,1,9,6,,,7878.164657,7796.468809,2,130
90098,2,1,50,4,3,5,15093.872508,14851.968064,1,123
90099,2,1,22,2,4,5,36216.793772,38652.573841,1,128
90100,2,1,47,6,1,1,12343.304959,12641.380049,2,120
90101,2,2,5,3,,,52645.567068,53268.552977,2,128
90102,2,1,49,6,5,1,22295.210777,26079.722616,2,122
90103,2,2,0,7,,,5620.015588,6300.869801,2,120
90104,2,2,3,1,,,13084.765834,13592.354124,2,129
90105,2,2,16,6,,,8711.218317,8612.234301,1,124
90106,2,2,52,2,2,4,18333.134613,18842.091854,1,126
90107,2,1,18,7,,,10922.947542,10511.771637,2,122
90108,2,1,80,3,3,1,58154.566924,65971.237913,1,131
90109,1,2,50,1,4,2,15060.76824,0,1,128
90110,2,1,58,1,4,5,25944.829693,25844.758599,2,122
90111,2,2,36,3,5,2,41051.891826,42185.283296,1,127
90112,2,2,16,3,,,35043.736323,36754.016611,2,127
90113,2,2,27,4,4,5,31724.615488,31063.75944,1,129
90114,2,1,13,4,,,16238.604377,16207.741568,2,130
90115,2,1,79,3,4,3,19398.327012,19510.414582,2,130
90116,2,2,1,1,,,10598.714904,11105.220519,1,121
90117,2,2,79,3,3,1,103778.087302,108336.666367,1,126
90118,1,2,80,2,3,2,9293.564054,0,1,124
90119,2,2,61,4,4,4,19576.831766,20254.316584,2,131
90120,2,1,20,4,4,5,27827.472616,27825.892761,2,131
90121,2,2,44,3,5,1,149163.268282,147557.654769,2,128
90122,2,1,33,4,5,6,31960.703798,35933.051812,1,129
90123,2,1,10,3,,,34166.935499,33934.292455,2,123
90124,2,1,29,4,5,5,29908.946171,33414.804798,1,122
90125,2,2,39,1,5,1,23405.475873,24482.826591,1,121
90126,2,1,16,3,,,68478.699887,71512.372379,1,130
90127,2,2,7,7,,,9055.630401,9151.251263,2,123
90128,2,2,13,1,,,13061.40243,17524.437376,1,121
90129,2,2,7,4,,,7544.826105,7582.708508,2,131
90130,2,1,3,2,,,15226.595602,16875.746929,2,120
90131,2,1,53,1,3,6,19004.843774,19303.675623,1,121
90132,2,2,9,4,,,15996.37695,17645.813591,1,129
90133,2,1,10,4,,,10067.047064,10489.330856,2,126
90134,2,2,10,7,,,14977.320652,17254.898732,1,130
90135,2,1,9,6,,,9646.748104,9546.712207,2,128
90136,2,1,51,4,2,1,22101.39161,22037.209023,2,124
90137,2,1,12,4,,,13328.90599,13242.156307,2,126
90138,2,1,80,3,2,1,11979.073492,13016.206793,1,131
90139,2,1,74,6,3,2,17045.227838,16914.743679,1,124
90140,2,2,80,3,5,1,51849.91914,54192.617363,1,129
90141,2,2,0,4,,,5323.114613,5582.324893,2,131
90142,2,1,46,1,2,1,24084.292567,23991.3977,1,133
90143,2,1,24,2,3,5,36646.722323,39111.417469,1,127
90144,2,1,72,3,5,3,16086.727206,16314.83463,1,130
90145,2,1,6,3,,,34003.989361,33772.455819,1,130
90146,2,2,34,4,3,5,23933.853669,23926.565286,1,132
90147,2,1,6,2,,,14801.116093,15204.001036,1,132
90148,2,1,60,7,4,1,162570.915072,161024.72337,1,121
90149,1,1,7,1,,,23080.614831,0,2,127
90150,2,2,57,4,2,5,27170.435149,27228.771546,2,130
90151,2,2,1,2,,,8620.0855,9031.057449,1,121
90152,2,1,69,2,5,3,8470.178084,8766.881016,2,119
90153,2,2,34,1,2,1,25207.155376,25501.492516,1,126
90154,2,1,61,2,5,1,8012.500733,8293.171628,1,122
90155,2,2,1,4,,,8223.247594,8397.906077,1,121
90156,2,2,51,6,5,1,18956.717906,19254.71837,2,121
90157,2,2,46,3,3,5,110039.763312,108855.280476,2,123
90158,2,1,71,3,2,3,14064.463972,17782.681377,2,126
90159,2,2,5,4,,,10190.53185,10406.974662,2,133
90160,2,2,3,1,,,22505.077893,23671.394056,1,122
90161,2,2,8,4,,,10936.846206,10915.359969,2,126
90162,2,2,0,3,,,8784.153004,8695.754368,2,126
90163,2,1,58,3,4,6,37087.31326,39506.352183,2,121
90164,2,2,59,3,3,1,129367.651956,130276.971183,2,125
90165,1,2,24,3,5,5,93860.369933,0,1,119
90166,2,2,1,3,,,33728.579784,36160.959997,1,128
90167,2,2,39,4,5,2,18838.028779,18873.858649,2,132
90168,2,2,49,3,5,1,134792.056388,139130.414628,2,128
90169,2,2,12,4,,,14086.580564,14595.969998,2,132
90170,2,1,1,1,,,11184.116149,12862.596889,2,131
90171,2,1,67,6,4,1,21401.853098,21893.80241,2,126
90172,2,2,67,4,2,1,19789.623416,19269.041929,2,131
90173,2,2,5,4,,,8632.594359,8973.218321,2,131
90174,2,1,41,4,2,6,19253.092014,18944.529151,2,132
90175,2,2,67,6,1,1,22040.746469,23756.33069,2,122
90176,2,2,0,4,,,5691.787877,5937.906204,2,129
90177,2,1,4,4,,,10465.064119,10651.709752,2,130
90178,2,2,14,6,,,9405.033868,10244.734284,2,121
90179,2,2,54,6,5,5,13154.669021,13938.329891,2,122
90180,2,1,3,1,,,10780.869787,11221.702269,2,133
90181,2,2,55,6,5,1,24004.338366,24381.687652,2,119
90182,2,1,20,3,3,5,86480.893118,92969.945651,1,125
90183,2,2,13,4,,,15940.075543,16516.489814,2,131
90184,2,2,36,4,4,5,27106.466466,27158.022878,2,131
90185,2,2,46,6,5,1,19841.409122,20318.204349,2,125
90186,2,2,48,4,3,6,22733.541677,22782.351824,2,131
90187,2,2,51,1,1,1,20342.218732,21285.297818,1,127
90188,2,2,54,3,5,1,126741.457974,127632.317805,1,123
90189,2,2,23,1,3,6,22691.171837,24478.602842,1,121
90190,2,2,46,1,3,1,24870.255723,25560.693937,2,128
90191,2,2,67,4,4,5,25919.925725,25818.630477,2,130
90192,2,2,6,3,,,21291.448264,21014.91061,1,126
90193,2,1,12,4,,,15627.756581,15634.71656,2,131
90194,2,2,62,4,2,2,26012.50868,25328.229339,1,132
90195,2,2,74,1,2,2,11817.130541,14280.6066,1,128
90196,2,2,2,3,,,14761.368901,14461.487375,1,122
90197,2,1,7,1,,,22808.553997,26122.77561,2,127
90198,2,2,16,6,,,12694.780271,12550.531753,2,124
90199,2,1,33,1,1,6,25219.096949,27330.862945,1,121
90200,2,1,58,3,2,2,24689.610615,25319.955272,1,123
90201,2,2,17,3,,,65635.287742,68838.563152,1,122
90202,2,2,4,3,,,20953.241387,20527.57016,2,121
90203,2,1,0,3,,,11024.177538,11838.513585,1,131
90204,2,1,44,3,5,5,21474.835625,21655.005923,1,123
90205,2,2,17,3,,,72498.613757,83777.52038,1,129
90206,2,1,80,3,5,1,45858.420181,52022.341633,2,119
90207,2,2,2,1,,,8525.798049,9551.593391,1,120
90208,2,1,14,3,,,26141.95006,27005.619009,1,131
90209,2,1,39,3,5,1,27663.044805,28518.930892,1,131
90210,2,2,53,4,3,1,28136.90786,29421.563602,1,129
90211,2,1,10,7,,,11741.371609,12061.978025,1,122
90212,2,1,61,2,5,1,9178.585723,8990.431596,2,122
90213,2,1,9,3,,,26626.979808,26568.331204,2,126
90214,2,2,65,2,4,1,9439.461721,9190.214763,1,125
90215,2,1,10,4,,,10480.305488,10766.477607,2,126
90216,2,1,9,2,,,14147.348517,14872.925895,1,129
90217,2,2,5,1,,,19402.984124,23216.926686,2,120
90218,2,1,2,7,,,14294.635336,14410.64223,1,131
90219,2,1,13,3,,,39189.55126,39982.561389,2,123
90220,2,2,2,2,,,7815.560276,8798.797962,1,123
90221,2,1,31,6,5,1,28565.375062,28722.825705,2,129
90222,2,1,6,3,,,39108.462519,38842.172562,1,127
90223,2,2,65,2,4,2,7672.774706,7872.954373,2,125
90224,2,2,11,3,,,48744.531773,47849.928097,2,120
90225,2,1,26,4,5,6,47300.762956,46832.654695,1,132
90226,2,1,4,4,,,13300.318082,13981.77214,2,131
90227,2,2,12,7,,,23158.21383,22683.765613,2,121
90228,2,1,4,3,,,27803.30352,28028.938859,1,122
90229,2,1,73,4,4,3,12199.091319,12772.960852,2,129
90230,2,1,48,3,2,1,47399.294377,47167.916521,1,120
90231,2,2,11,1,,,13078.23562,12941.608069,1,128
90232,1,2,22,6,1,1,13854.654924,0,1,121
90233,2,1,6,6,,,5802.889418,5742.713985,1,123
90234,2,1,10,6,,,8152.199684,8067.662118,2,123
90235,2,1,51,1,1,1,17143.42192,17961.219109,1,120
90236,2,2,11,3,,,44039.978607,43231.71714,2,131
90237,2,2,8,1,,,12801.539328,12921.934915,1,127
90238,2,2,14,1,,,13003.351753,12951.032662,1,121
90239,2,2,66,3,4,1,166879.908014,163950.997929,1,120
90240,2,1,53,1,1,5,23415.310734,29572.652844,1,128
90241,2,1,13,3,,,20173.134593,20676.798967,2,123
90242,2,1,62,3,4,1,158730.235091,159859.542,1,125
90243,2,2,77,6,5,1,17033.551949,18360.714579,1,119
90244,2,2,54,3,5,4,138963.565032,138098.595826,2,127
90245,2,2,7,4,,,10793.747102,11423.233623,2,126
90246,2,1,3,2,,,13496.636856,13975.451236,1,120
90247,2,2,53,3,5,1,102717.995647,102078.634508,1,131
90248,2,2,80,3,4,1,28086.294015,29848.030146,1,131
90249,2,1,63,3,4,3,170622.046104,168999.281099,1,121
90250,2,2,23,7,5,5,18476.839344,21579.171177,2,128
90251,2,2,11,6,,,10114.986449,10303.854036,2,122
90252,2,2,4,3,,,33087.963636,35474.144986,2,132
90253,2,2,2,3,,,25012.720018,27963.534402,2,132
90254,2,1,59,2,2,1,17613.179712,18213.881032,2,133
90255,2,2,9,3,,,47238.068412,46586.181496,2,130
90256,2,1,51,2,5,1,35236.610484,36438.362739,2,127
90257,2,2,69,6,1,2,19487.820901,24152.448518,2,132
90258,2,1,79,3,5,3,81301.03855,86083.649253,2,124
90259,2,1,12,3,,,65681.843169,67173.693705,1,122
90260,2,2,45,4,5,5,21158.692067,21486.907495,2,125
90261,2,1,24,4,2,6,20317.514162,25032.703493,2,126
90262,2,2,30,2,4,1,29489.055627,30846.432654,1,127
90263,2,1,79,3,5,2,69956.833976,70948.811586,2,126
90264,1,1,80,3,5,1,40611.756099,0,2,129
90265,2,2,14,7,,,16509.851945,15984.841565,2,129
90266,2,2,33,1,2,4,22381.025078,22642.362258,1,120
90267,2,2,1,3,,,15316.002371,16420.535718,1,131
90268,2,2,22,1,3,5,24994.704784,25379.262036,2,130
90269,2,2,2,3,,,22124.562785,21675.095821,2,124
90270,2,2,3,4,,,7872.91807,7923.551221,2,126
90271,2,1,19,3,,,57338.88022,70547.414307,1,130
90272,2,1,45,3,5,1,72991.050424,72634.747383,2,127
90273,2,2,65,1,1,1,10495.865944,11701.672675,1,128
90274,2,1,18,3,,,79360.68494,82876.439873,2,120
90275,1,1,8,4,,,9647.58677,0,1,119
90276,2,1,19,2,,,16727.349495,16187.027017,1,123
90277,2,1,17,4,,,18179.804939,18210.137895,2,125
90278,2,2,78,1,5,1,14026.929433,13561.171564,1,128
90279,2,1,18,1,,,16297.818312,19019.583567,1,127
90280,2,1,8,4,,,9762.197976,13542.725374,1,124
90281,2,2,46,1,5,1,20503.975087,23318.738304,1,128
90282,2,2,49,1,1,3,22855.798248,23490.31189,2,121
90283,2,2,8,1,,,8393.295458,9745.235573,2,133
90284,2,1,2,3,,,18816.04176,20758.410296,1,130
90285,2,2,62,4,3,2,21996.582405,21777.448494,1,125
90286,2,2,0,2,,,6315.772997,6556.082116,1,132
90287,2,2,36,4,4,4,20297.583444,20336.189383,1,121
90288,2,2,3,1,,,12475.363876,13190.498275,1,128
90289,1,1,30,3,4,5,116077.963767,0,1,121
90290,2,2,0,2,,,4633.793808,4810.105228,2,131
90291,2,2,4,3,,,50854.762423,54522.219477,2,132
90292,2,1,24,4,5,1,28034.779509,27757.33553,2,125
90293,2,2,48,4,3,4,23179.8468,23229.615188,2,129
90294,2,2,80,3,2,2,37186.513955,53869.423396,2,133
90295,2,2,48,4,5,1,24812.368237,25197.2598,1,123
90296,2,1,7,1,,,10767.174539,11319.392382,1,120
90297,2,2,21,4,4,1,27666.600986,34512.595036,2,131
90298,2,2,48,6,4,1,22534.264332,23578.464427,2,129
90299,2,1,54,3,4,6,168851.116094,183053.629796,1,132
90300,2,2,16,4,,,17557.616514,18192.523211,2,126
90301,2,2,65,3,3,1,125513.357114,125380.25594,1,130
90302,2,2,4,2,,,13084.765834,15656.76945,2,129
90303,2,1,56,3,4,3,127439.179965,130692.799771,1,130
90304,2,1,66,4,4,1,11310.866,11239.806926,2,129
90305,2,1,40,4,5,1,31433.278042,32024.766133,2,129
90306,2,1,1,7,,,27318.483627,28102.128329,1,122
90307,2,2,42,4,4,1,16229.255269,16788.157776,1,123
90308,2,2,61,2,5,1,5330.958339,5470.040941,2,119
90309,2,2,9,4,,,9486.207652,9800.926509,2,130
90310,2,2,7,3,,,17356.845608,17038.2971,2,126
90311,1,1,25,3,4,5,79278.782107,0,2,132
90312,2,2,2,1,,,9041.450702,9472.511695,1,126
90313,2,1,9,3,,,46585.073503,46267.875218,1,130
90314,2,2,15,1,,,13136.233507,13201.916563,1,128
90315,2,1,80,3,2,1,20979.015972,24634.717324,1,121
90316,2,1,13,6,,,11059.817335,10766.006454,2,120
90317,2,1,13,7,,,10922.947542,10511.771637,2,122
90318,2,1,72,3,4,1,16173.817946,16403.160304,1,125
90319,2,2,18,6,,,13780.78994,15011.166693,1,129
90320,2,2,75,3,4,3,47168.31817,67681.282093,1,133
90321,2,2,44,4,4,3,21931.466093,22686.741131,1,129
90322,2,1,26,4,3,6,36221.68984,36139.865837,2,132
90323,2,2,45,1,3,3,20503.975087,20561.819855,1,128
90324,2,1,25,3,3,5,103086.8496,110821.922151,2,128
90325,2,2,67,1,4,1,7929.520825,10523.519195,1,133
90326,2,2,60,7,4,1,158979.886848,157495.675164,1,121
90327,2,2,19,6,,,14657.452267,14490.902259,2,124
90328,2,2,35,1,5,1,22875.997312,23928.976208,1,127
90329,2,2,68,3,4,6,31706.993704,31673.369887,1,131
90330,2,1,54,1,4,1,44409.059408,45923.640025,2,127
90331,2,1,4,4,,,11902.769989,12512.619383,1,132
90332,2,1,80,1,2,1,9442.573724,10058.844717,1,126
90333,2,2,3,4,,,8632.594359,8973.218321,2,131
90334,2,1,6,3,,,59478.785856,59217.278099,2,124
90335,2,2,52,6,5,1,25566.376343,25968.280936,2,122
90336,2,1,8,3,,,23847.687233,23814.748246,1,126
90337,2,2,61,1,2,1,11095.95321,10774.623579,1,126
90338,2,2,80,3,4,1,37760.408866,40128.96189,1,131
90339,2,1,7,3,,,21156.103068,21012.050926,1,123
90340,2,2,73,3,1,2,58614.075016,70653.83152,2,130
90341,2,1,70,3,4,1,14396.572329,14600.713606,1,125
90342,2,1,4,4,,,7110.545202,7958.997044,2,119
90343,2,1,0,3,,,11024.177538,11838.513585,1,131
90344,2,2,18,4,,,18690.288579,18307.375883,1,119
90345,2,1,2,3,,,19435.241847,21441.530031,2,131
90346,2,2,69,4,2,1,24278.341434,24183.461509,1,132
90347,2,2,65,4,4,5,22432.423778,22344.757711,2,122
90348,2,2,2,1,,,13490.824722,14189.981019,2,127
90349,2,2,16,3,,,33753.812995,35401.139652,1,122
90350,2,1,24,4,4,5,29001.889419,30232.74281,1,124
90351,2,1,18,1,,,15219.174365,15074.968405,1,121
90352,2,1,31,4,3,6,22512.685682,23589.114663,2,130
90353,2,1,50,3,2,3,36567.298621,37500.889743,2,131
90354,2,2,43,1,2,1,18949.565238,20088.810846,1,122
90355,2,1,68,1,4,1,11363.259704,11130.321397,2,127
90356,2,2,33,1,1,1,28221.438852,30810.541608,1,120
90357,2,1,56,6,5,1,13986.281278,14775.013182,1,122
90358,2,2,6,3,,,36406.571099,35738.404822,1,130
